MRscore
-6.582737595047529
0.5261300193991998
-2.108527867643588
-1.976303615251425
-3.434656304969021
-2.0957066678285203
-0.9000664701072258
-2.25566328737859
-1.309414781109487
-2.3721580238714806
-3.474530447927787
-2.425847128937792
-0.09899767807462645
-3.5440507770007867
-3.7318390187341253
0.9843589097022964
-4.187846272100474
-3.2672464365076777
-5.78471633090271
0.48032122353840334
-3.699809701996797
-2.0832181508502847
-4.5149549030806195
-3.814659175215007
-2.4192661401568607
-1.1368082614414745
0.8967986935502972
-1.2544881764953852
-3.418255523096629
-7.129515747467755
-2.651788507614306
-5.9931782683945505
0.9877553487319197
-4.157096374576872
-2.3899580425321023
-2.959522956819484
-5.231827272357696
-4.107943164203828
-2.7609644256282637
-2.5262877513254334
1.1726196906991757
-3.1316971303176113
-2.723158424655267
1.9274763445849605
-0.6624761020082102
-4.065656624745688
-3.1953562467729553
-3.7915112342118054
1.5540391263370776
-3.4618367763074342
-4.1125582687763504
0.8049348582656792
